ALLER_TYPE,RETURN_TYPE,AIRLINE_ALLER,AIRLINE_RETOUR,CITY_ARRIVAL,CITY_DEPARTURE,DATE_DE_DEPART,DATE_DE_RETOUR,HOR_ARRI,HOR_DEP,HOR_DEP_RETOUR,HOR_RETOUR,PRICE,FLIGHT_DURATION_DEPARTURE,FLIGHT_DURATION_RETURN,SEASON,FLIGHT_ROUTE,PRICE_CATEGORY
1 esclae,2 escales,Southwest Airlines,Southwest Airlines,Vienna,Marrakech,2023-03-30,2023-05-09,02:43:00,20:26:00,00:56:00,04:59:00,638,1063,243,Spring,Marrakech - Vienna,Premium
2 esclaes,1 escale,Ryanair,KLM Royal Dutch Airlines,London,Istanbul,2023-05-10,2023-05-24,02:29:00,07:40:00,10:31:00,23:00:00,512,311,749,Spring,Istanbul - London,Premium
2 esclaes,1 escale,JetBlue Airways,ANA - All Nippon Airways,Amsterdam,Tokyo,2023-04-22,2023-07-25,06:04:00,12:57:00,06:18:00,22:46:00,549,413,988,Spring,Tokyo - Amsterdam,Premium
2 esclaes,Vol direct,JetBlue Airways,AirAsia,Paris,San Francisco,2023-03-09,2023-04-09,04:10:00,23:31:00,18:11:00,21:48:00,313,1161,217,Spring,San Francisco - Paris,Standard
Vol direct,2 escales,JetBlue Airways,AirAsia,Marrakech,Vienna,2023-01-12,2023-05-06,01:54:00,12:27:00,09:51:00,17:06:00,418,633,435,Winter,Vienna - Marrakech,Standard
Vol direct,2 escales,Singapore Airlines,Emirates,Sydney,Delhi,2023-04-29,2023-05-02,02:33:00,13:00:00,16:05:00,23:05:00,497,627,420,Spring,Delhi - Sydney,Standard
1 esclae,1 escale,Qantas,Finnair,London,Rome,2023-01-20,2023-06-24,03:59:00,13:46:00,11:46:00,15:20:00,460,587,214,Winter,Rome - London,Standard
1 esclae,2 escales,KLM Royal Dutch Airlines,AirAsia,Tangier,Athens,2023-04-29,2023-07-16,01:07:00,13:57:00,07:59:00,22:51:00,278,770,892,Spring,Athens - Tangier,Standard
Vol direct,2 escales,Japan Airlines,Qatar Airways,Rome,Amsterdam,2023-04-16,2023-05-11,04:22:00,19:01:00,17:47:00,18:05:00,669,879,18,Spring,Amsterdam - Rome,Premium
Vol direct,1 escale,Etihad Airways,Qatar Airways,Athens,Sydney,2023-06-17,2023-07-17,04:15:00,16:56:00,17:02:00,22:15:00,467,761,313,Summer,Sydney - Athens,Standard
Vol direct,Vol direct,British Airways,Lufthansa,Paris,Barcelona,2023-02-11,2023-04-26,01:57:00,03:53:00,03:33:00,06:46:00,96,116,193,Winter,Barcelona - Paris,Budget
2 esclaes,Vol direct,Qantas,Delta Air Lines,Copenhagen,Berlin,2023-06-13,2023-07-12,05:56:00,11:05:00,12:29:00,16:36:00,846,309,247,Summer,Berlin - Copenhagen,Premium
Vol direct,Vol direct,China Eastern Airlines,ANA - All Nippon Airways,Rio de Janeiro,Copenhagen,2023-06-07,2023-06-09,06:45:00,20:12:00,09:10:00,16:31:00,347,807,441,Summer,Copenhagen - Rio de Janeiro,Standard
1 esclae,2 escales,Royal Air Maroc,Ryanair,San Francisco,Athens,2023-07-19,2023-07-31,02:07:00,18:23:00,17:59:00,18:21:00,783,976,22,Summer,Athens - San Francisco,Premium
2 esclaes,1 escale,Delta Air Lines,Royal Air Maroc,Paris,Amsterdam,2023-04-10,2023-05-22,04:33:00,11:29:00,06:00:00,11:13:00,117,416,313,Spring,Amsterdam - Paris,Budget
Vol direct,Vol direct,Etihad Airways,AirAsia,Tangier,Tokyo,2023-01-30,2023-06-22,01:27:00,18:19:00,18:27:00,19:50:00,803,1012,83,Winter,Tokyo - Tangier,Premium
2 esclaes,1 escale,Cathay Pacific,JetBlue Airways,Barcelona,Athens,2023-04-02,2023-07-28,06:33:00,12:33:00,17:54:00,19:52:00,824,360,118,Spring,Athens - Barcelona,Premium
Vol direct,1 escale,Qatar Airways,British Airways,Dublin,Vienna,2023-07-16,2023-07-19,01:24:00,06:44:00,04:05:00,06:54:00,626,320,169,Summer,Vienna - Dublin,Premium
2 esclaes,Vol direct,Qatar Airways,ANA - All Nippon Airways,Paris,Marrakech,2023-06-22,2023-07-16,03:45:00,14:47:00,02:33:00,23:58:00,316,662,1285,Summer,Marrakech - Paris,Standard
Vol direct,2 escales,Finnair,Ryanair,New York,Casablanca,2023-02-08,2023-07-21,02:08:00,12:41:00,01:50:00,23:37:00,622,633,1307,Winter,Casablanca - New York,Premium
Vol direct,1 escale,Qatar Airways,Virgin Atlantic,Amsterdam,Los Angeles,2023-02-05,2023-05-24,04:43:00,17:55:00,09:34:00,15:10:00,901,792,336,Winter,Los Angeles - Amsterdam,Premium
1 esclae,Vol direct,Air France,Ryanair,Copenhagen,Sydney,2023-05-19,2023-07-01,06:13:00,19:49:00,21:10:00,23:00:00,421,816,110,Spring,Sydney - Copenhagen,Standard
Vol direct,1 escale,AirAsia,Qatar Airways,Stockholm,Rabat,2023-05-09,2023-06-27,01:50:00,00:45:00,01:54:00,16:24:00,479,65,870,Spring,Rabat - Stockholm,Standard
2 esclaes,1 escale,Alitalia,Royal Air Maroc,Barcelona,Berlin,2023-03-07,2023-05-19,01:10:00,12:35:00,03:30:00,11:17:00,721,685,467,Spring,Berlin - Barcelona,Premium
Vol direct,Vol direct,Ryanair,Japan Airlines,Rabat,Los Angeles,2023-07-20,2023-07-26,01:21:00,13:29:00,10:34:00,12:44:00,146,728,130,Summer,Los Angeles - Rabat,Budget
2 esclaes,Vol direct,Etihad Airways,Qantas,San Francisco,London,2023-07-22,2023-07-29,04:04:00,23:57:00,05:00:00,14:01:00,687,1193,541,Summer,London - San Francisco,Premium
2 esclaes,Vol direct,Lufthansa,JetBlue Airways,Istanbul,Tangier,2023-07-04,2023-07-06,06:31:00,19:47:00,15:53:00,16:16:00,174,796,23,Summer,Tangier - Istanbul,Budget
1 esclae,1 escale,Virgin Atlantic,Finnair,Fes,Paris,2023-06-23,2023-07-07,05:57:00,05:10:00,20:17:00,23:55:00,901,47,218,Summer,Paris - Fes,Premium
2 esclaes,1 escale,Southwest Airlines,Singapore Airlines,Barcelona,Rabat,2023-05-15,2023-07-16,06:10:00,04:46:00,13:26:00,15:07:00,809,84,101,Spring,Rabat - Barcelona,Premium
Vol direct,Vol direct,Japan Airlines,JetBlue Airways,London,Los Angeles,2023-05-09,2023-06-17,05:40:00,21:23:00,10:27:00,12:39:00,326,943,132,Spring,Los Angeles - London,Standard
2 esclaes,2 escales,Turkish Airlines,Southwest Airlines,Casablanca,Dublin,2023-06-08,2023-06-17,06:15:00,23:56:00,11:19:00,15:12:00,216,1061,233,Summer,Dublin - Casablanca,Standard
2 esclaes,2 escales,ANA - All Nippon Airways,AirAsia,Cairo,Istanbul,2023-01-30,2023-02-25,04:33:00,13:48:00,06:27:00,17:05:00,815,555,638,Winter,Istanbul - Cairo,Premium
Vol direct,1 escale,AirAsia,ANA - All Nippon Airways,Delhi,Sydney,2023-01-26,2023-06-07,04:47:00,08:26:00,09:17:00,20:37:00,103,219,680,Winter,Sydney - Delhi,Budget
1 esclae,Vol direct,British Airways,Ryanair,Marrakech,Casablanca,2023-04-20,2023-04-23,05:49:00,17:55:00,08:43:00,12:57:00,922,726,254,Spring,Casablanca - Marrakech,Premium
1 esclae,1 escale,Ryanair,KLM Royal Dutch Airlines,Copenhagen,Sydney,2023-04-13,2023-04-17,01:09:00,05:40:00,03:04:00,07:14:00,194,271,250,Spring,Sydney - Copenhagen,Budget
2 esclaes,2 escales,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,Paris,Berlin,2023-01-13,2023-06-14,04:32:00,11:21:00,14:44:00,15:43:00,363,409,59,Winter,Berlin - Paris,Standard
2 esclaes,2 escales,Finnair,KLM Royal Dutch Airlines,Berlin,Barcelona,2023-06-03,2023-07-07,01:30:00,19:19:00,11:27:00,13:25:00,766,1069,118,Summer,Barcelona - Berlin,Premium
1 esclae,2 escales,Japan Airlines,Virgin Atlantic,Casablanca,Rio de Janeiro,2023-06-28,2023-07-31,04:53:00,03:04:00,19:43:00,23:36:00,602,109,233,Summer,Rio de Janeiro - Casablanca,Premium
Vol direct,1 escale,Ryanair,Air Canada,Marrakech,Fes,2023-05-19,2023-07-17,01:04:00,08:26:00,21:22:00,22:30:00,414,442,68,Spring,Fes - Marrakech,Standard
Vol direct,Vol direct,Qantas,British Airways,Berlin,Paris,2023-04-27,2023-07-26,02:15:00,17:10:00,05:11:00,09:33:00,899,895,262,Spring,Paris - Berlin,Premium
2 esclaes,1 escale,Alitalia,JetBlue Airways,Amsterdam,San Francisco,2023-04-27,2023-06-05,04:09:00,07:00:00,01:07:00,06:50:00,626,171,343,Spring,San Francisco - Amsterdam,Premium
1 esclae,Vol direct,Qantas,Qantas,Rome,Dublin,2023-04-15,2023-04-27,05:27:00,22:37:00,00:39:00,04:06:00,350,1030,207,Spring,Dublin - Rome,Standard
Vol direct,1 escale,Cathay Pacific,Delta Air Lines,Stockholm,Cairo,2023-01-16,2023-03-30,04:47:00,23:14:00,08:30:00,21:18:00,413,1107,768,Winter,Cairo - Stockholm,Standard
Vol direct,1 escale,United Airlines,Lufthansa,Fes,Tangier,2023-03-15,2023-07-24,01:33:00,20:11:00,21:43:00,23:17:00,583,1118,94,Spring,Tangier - Fes,Premium
Vol direct,Vol direct,American Airlines,United Airlines,Dublin,Berlin,2023-06-12,2023-07-05,05:25:00,13:48:00,11:29:00,12:29:00,66,503,60,Summer,Berlin - Dublin,Budget
Vol direct,2 escales,British Airways,Royal Air Maroc,New York,Delhi,2023-03-06,2023-07-14,06:02:00,08:33:00,06:41:00,20:08:00,516,151,807,Spring,Delhi - New York,Premium
Vol direct,1 escale,JetBlue Airways,British Airways,Tangier,Sydney,2023-04-06,2023-04-13,04:24:00,08:28:00,01:31:00,22:35:00,885,244,1264,Spring,Sydney - Tangier,Premium
Vol direct,1 escale,Lufthansa,KLM Royal Dutch Airlines,Delhi,Rio de Janeiro,2023-04-15,2023-06-26,05:17:00,14:04:00,04:53:00,10:12:00,992,527,319,Spring,Rio de Janeiro - Delhi,Premium
Vol direct,2 escales,Royal Air Maroc,Southwest Airlines,Athens,Rabat,2023-05-21,2023-05-30,06:11:00,07:17:00,10:43:00,11:42:00,184,66,59,Spring,Rabat - Athens,Budget
2 esclaes,Vol direct,ANA - All Nippon Airways,Turkish Airlines,Berlin,Tokyo,2023-06-28,2023-07-23,05:20:00,17:14:00,00:57:00,23:11:00,812,714,1334,Summer,Tokyo - Berlin,Premium
2 esclaes,Vol direct,Etihad Airways,China Eastern Airlines,Amsterdam,Barcelona,2023-01-07,2023-05-20,04:09:00,10:58:00,00:43:00,17:58:00,228,409,1035,Winter,Barcelona - Amsterdam,Standard
2 esclaes,2 escales,Cathay Pacific,Finnair,Tokyo,Amsterdam,2023-05-21,2023-05-29,04:59:00,05:34:00,13:01:00,15:22:00,263,35,141,Spring,Amsterdam - Tokyo,Standard
1 esclae,2 escales,American Airlines,Turkish Airlines,New York,Copenhagen,2023-02-22,2023-07-28,05:00:00,22:04:00,18:32:00,20:53:00,156,1024,141,Winter,Copenhagen - New York,Budget
Vol direct,1 escale,Air France,Finnair,Copenhagen,Sydney,2023-03-21,2023-06-12,01:50:00,10:52:00,16:36:00,20:20:00,277,542,224,Spring,Sydney - Copenhagen,Standard
Vol direct,1 escale,United Airlines,JetBlue Airways,Rabat,Paris,2023-06-06,2023-07-09,05:04:00,01:58:00,07:15:00,22:20:00,709,186,905,Summer,Paris - Rabat,Premium
2 esclaes,1 escale,American Airlines,United Airlines,Casablanca,Delhi,2023-03-13,2023-06-17,03:10:00,08:34:00,11:46:00,23:32:00,294,324,706,Spring,Delhi - Casablanca,Standard
2 esclaes,1 escale,Cathay Pacific,United Airlines,Paris,Fes,2023-05-13,2023-06-28,04:23:00,00:25:00,03:58:00,19:13:00,654,238,915,Spring,Fes - Paris,Premium
1 esclae,2 escales,Japan Airlines,Qatar Airways,Fes,Delhi,2023-03-31,2023-06-19,06:25:00,13:20:00,21:24:00,22:06:00,104,415,42,Spring,Delhi - Fes,Budget
1 esclae,2 escales,American Airlines,Turkish Airlines,Rome,Stockholm,2023-03-22,2023-04-29,02:57:00,17:05:00,18:24:00,19:06:00,905,848,42,Spring,Stockholm - Rome,Premium
1 esclae,2 escales,Cathay Pacific,Ryanair,Vienna,Copenhagen,2023-07-18,2023-07-30,01:45:00,21:00:00,19:10:00,22:30:00,212,1155,200,Summer,Copenhagen - Vienna,Standard
1 esclae,1 escale,Japan Airlines,Emirates,Istanbul,Rio de Janeiro,2023-03-10,2023-06-15,02:57:00,02:14:00,10:57:00,21:43:00,927,43,646,Spring,Rio de Janeiro - Istanbul,Premium
2 esclaes,2 escales,Singapore Airlines,British Airways,London,Barcelona,2023-03-11,2023-07-01,01:17:00,09:18:00,17:31:00,21:04:00,896,481,213,Spring,Barcelona - London,Premium
Vol direct,2 escales,British Airways,Ryanair,Rome,Rio de Janeiro,2023-05-07,2023-05-24,02:58:00,21:48:00,03:09:00,05:12:00,542,1130,123,Spring,Rio de Janeiro - Rome,Premium
2 esclaes,1 escale,AirAsia,Southwest Airlines,Marrakech,Stockholm,2023-03-26,2023-05-17,01:00:00,08:42:00,05:19:00,22:49:00,336,462,1050,Spring,Stockholm - Marrakech,Standard
Vol direct,2 escales,Ryanair,Air Canada,Los Angeles,New York,2023-04-15,2023-04-30,02:23:00,22:41:00,04:38:00,06:49:00,330,1218,131,Spring,New York - Los Angeles,Standard
Vol direct,Vol direct,Lufthansa,Southwest Airlines,Rabat,Dublin,2023-01-02,2023-05-02,04:01:00,23:32:00,16:07:00,21:50:00,535,1171,343,Winter,Dublin - Rabat,Premium
Vol direct,1 escale,Emirates,Southwest Airlines,Los Angeles,Copenhagen,2023-04-17,2023-04-25,04:26:00,23:35:00,01:34:00,13:10:00,172,1149,696,Spring,Copenhagen - Los Angeles,Budget
2 esclaes,Vol direct,Finnair,Etihad Airways,Marrakech,London,2023-05-11,2023-07-05,04:47:00,03:46:00,11:01:00,14:11:00,306,61,190,Spring,London - Marrakech,Standard
Vol direct,2 escales,ANA - All Nippon Airways,Finnair,Delhi,Los Angeles,2023-01-13,2023-06-11,01:05:00,17:05:00,00:21:00,03:59:00,205,960,218,Winter,Los Angeles - Delhi,Standard
2 esclaes,Vol direct,Air France,Cathay Pacific,Los Angeles,Vienna,2023-06-15,2023-06-26,02:19:00,08:08:00,01:02:00,08:18:00,473,349,436,Summer,Vienna - Los Angeles,Standard
2 esclaes,1 escale,Alitalia,Emirates,Moscow,Sydney,2023-02-04,2023-06-15,01:05:00,04:26:00,22:11:00,23:34:00,869,201,83,Winter,Sydney - Moscow,Premium
2 esclaes,2 escales,Royal Air Maroc,Finnair,Delhi,Stockholm,2023-02-28,2023-03-29,06:25:00,17:27:00,12:54:00,23:19:00,847,662,625,Winter,Stockholm - Delhi,Premium
1 esclae,2 escales,Etihad Airways,Finnair,Rome,Berlin,2023-04-23,2023-05-22,04:07:00,04:33:00,03:41:00,19:43:00,377,26,962,Spring,Berlin - Rome,Standard
1 esclae,1 escale,Air France,Ryanair,London,Marrakech,2023-01-05,2023-05-01,05:20:00,23:15:00,02:16:00,03:52:00,243,1075,96,Winter,Marrakech - London,Standard
Vol direct,2 escales,American Airlines,Ryanair,Casablanca,Rio de Janeiro,2023-06-20,2023-07-11,04:31:00,00:20:00,16:05:00,17:50:00,892,251,105,Summer,Rio de Janeiro - Casablanca,Premium
1 esclae,Vol direct,British Airways,KLM Royal Dutch Airlines,Cairo,Los Angeles,2023-03-30,2023-05-13,04:35:00,08:30:00,13:44:00,21:57:00,177,235,493,Spring,Los Angeles - Cairo,Budget
1 esclae,Vol direct,Qantas,British Airways,Stockholm,Copenhagen,2023-04-02,2023-07-30,02:44:00,06:32:00,01:54:00,10:33:00,352,228,519,Spring,Copenhagen - Stockholm,Standard
2 esclaes,2 escales,Lufthansa,Royal Air Maroc,Tokyo,Istanbul,2023-03-18,2023-03-30,03:22:00,07:21:00,09:07:00,13:13:00,192,239,246,Spring,Istanbul - Tokyo,Budget
1 esclae,Vol direct,Japan Airlines,Qatar Airways,Barcelona,Delhi,2023-05-16,2023-05-28,06:50:00,05:04:00,08:23:00,23:51:00,490,106,928,Spring,Delhi - Barcelona,Standard
Vol direct,Vol direct,Japan Airlines,British Airways,Stockholm,New York,2023-06-06,2023-06-13,01:40:00,10:13:00,00:08:00,18:51:00,196,513,1123,Summer,New York - Stockholm,Budget
2 esclaes,1 escale,Air France,Etihad Airways,Istanbul,Tokyo,2023-04-09,2023-05-16,04:15:00,10:21:00,03:18:00,07:46:00,543,366,268,Spring,Tokyo - Istanbul,Premium
1 esclae,Vol direct,Air France,Emirates,San Francisco,Athens,2023-06-25,2023-07-07,01:00:00,02:06:00,00:44:00,14:58:00,472,66,854,Summer,Athens - San Francisco,Standard
2 esclaes,1 escale,AirAsia,Southwest Airlines,Marrakech,San Francisco,2023-04-10,2023-04-16,03:39:00,09:05:00,19:00:00,20:45:00,747,326,105,Spring,San Francisco - Marrakech,Premium
1 esclae,2 escales,Japan Airlines,Qantas,Tangier,New York,2023-05-23,2023-06-22,03:13:00,23:45:00,04:39:00,20:54:00,883,1232,975,Spring,New York - Tangier,Premium
2 esclaes,1 escale,Royal Air Maroc,Delta Air Lines,Paris,Tokyo,2023-04-16,2023-06-21,03:49:00,19:58:00,13:35:00,19:57:00,806,969,382,Spring,Tokyo - Paris,Premium
1 esclae,Vol direct,American Airlines,Japan Airlines,London,Paris,2023-04-01,2023-05-24,05:39:00,01:20:00,21:06:00,22:26:00,866,259,80,Spring,Paris - London,Premium
1 esclae,Vol direct,Etihad Airways,Turkish Airlines,Athens,Fes,2023-02-21,2023-03-04,05:08:00,02:48:00,03:19:00,07:14:00,793,140,235,Winter,Fes - Athens,Premium
1 esclae,1 escale,Turkish Airlines,Etihad Airways,Sydney,Paris,2023-01-08,2023-03-14,03:30:00,23:59:00,13:59:00,16:37:00,781,1229,158,Winter,Paris - Sydney,Premium
Vol direct,2 escales,JetBlue Airways,China Eastern Airlines,Athens,Marrakech,2023-03-08,2023-04-13,03:42:00,02:33:00,04:31:00,23:59:00,543,69,1168,Spring,Marrakech - Athens,Premium
Vol direct,Vol direct,Air Canada,Ryanair,Rabat,San Francisco,2023-05-23,2023-07-26,03:01:00,19:25:00,22:12:00,23:30:00,999,984,78,Spring,San Francisco - Rabat,Premium
2 esclaes,2 escales,ANA - All Nippon Airways,JetBlue Airways,Berlin,Cairo,2023-03-12,2023-04-13,05:44:00,22:03:00,13:49:00,16:45:00,394,979,176,Spring,Cairo - Berlin,Standard
Vol direct,1 escale,ANA - All Nippon Airways,Japan Airlines,Paris,Casablanca,2023-03-24,2023-05-25,06:54:00,20:26:00,23:13:00,23:31:00,158,812,18,Spring,Casablanca - Paris,Budget
2 esclaes,Vol direct,Finnair,Singapore Airlines,Tokyo,Stockholm,2023-07-06,2023-07-08,03:42:00,03:08:00,06:07:00,20:40:00,878,34,873,Summer,Stockholm - Tokyo,Premium
1 esclae,Vol direct,United Airlines,China Eastern Airlines,Cairo,Dublin,2023-03-10,2023-06-15,06:33:00,17:27:00,14:34:00,20:20:00,94,654,346,Spring,Dublin - Cairo,Budget
2 esclaes,2 escales,Virgin Atlantic,Cathay Pacific,Rio de Janeiro,Vienna,2023-04-28,2023-05-24,03:37:00,08:22:00,15:55:00,18:55:00,627,285,180,Spring,Vienna - Rio de Janeiro,Premium
1 esclae,1 escale,Turkish Airlines,Southwest Airlines,Casablanca,Paris,2023-02-13,2023-05-31,05:29:00,02:40:00,04:34:00,20:05:00,250,169,931,Winter,Paris - Casablanca,Standard
Vol direct,Vol direct,Finnair,Air Canada,Marrakech,Tangier,2023-02-12,2023-04-14,01:22:00,13:39:00,07:22:00,14:37:00,686,737,435,Winter,Tangier - Marrakech,Premium
2 esclaes,1 escale,Air Canada,Virgin Atlantic,Barcelona,Vienna,2023-06-15,2023-07-30,02:29:00,17:08:00,09:53:00,14:21:00,982,879,268,Summer,Vienna - Barcelona,Premium
2 esclaes,2 escales,Qantas,Cathay Pacific,Rio de Janeiro,Athens,2023-03-07,2023-06-25,06:02:00,08:24:00,13:45:00,15:19:00,272,142,94,Spring,Athens - Rio de Janeiro,Standard
1 esclae,2 escales,Qatar Airways,KLM Royal Dutch Airlines,Vienna,London,2023-03-25,2023-07-04,06:14:00,23:55:00,00:05:00,05:36:00,664,1061,331,Spring,London - Vienna,Premium
Vol direct,Vol direct,United Airlines,Turkish Airlines,Istanbul,Delhi,2023-05-16,2023-07-05,05:36:00,22:27:00,14:26:00,23:17:00,639,1011,531,Spring,Delhi - Istanbul,Premium
1 esclae,1 escale,Singapore Airlines,ANA - All Nippon Airways,Moscow,Tangier,2023-03-16,2023-07-08,03:51:00,14:18:00,13:02:00,20:02:00,812,627,420,Spring,Tangier - Moscow,Premium
1 esclae,Vol direct,Etihad Airways,Royal Air Maroc,Istanbul,Cairo,2023-02-07,2023-05-09,03:29:00,00:16:00,14:55:00,23:14:00,717,193,499,Winter,Cairo - Istanbul,Premium
2 esclaes,Vol direct,Cathay Pacific,Royal Air Maroc,Athens,Vienna,2023-02-28,2023-05-23,01:47:00,04:08:00,03:58:00,20:52:00,560,141,1014,Winter,Vienna - Athens,Premium
1 esclae,Vol direct,Finnair,KLM Royal Dutch Airlines,Moscow,London,2023-01-14,2023-05-29,06:13:00,22:38:00,14:31:00,22:11:00,336,985,460,Winter,London - Moscow,Standard
2 esclaes,2 escales,Air Canada,China Eastern Airlines,Rio de Janeiro,Rabat,2023-02-10,2023-06-03,06:59:00,03:42:00,12:25:00,13:49:00,159,197,84,Winter,Rabat - Rio de Janeiro,Budget
2 esclaes,2 escales,American Airlines,Lufthansa,Cairo,Berlin,2023-02-09,2023-04-07,02:50:00,03:31:00,12:44:00,17:19:00,629,41,275,Winter,Berlin - Cairo,Premium
1 esclae,Vol direct,Royal Air Maroc,Air France,London,Marrakech,2023-03-31,2023-05-14,02:44:00,10:49:00,23:18:00,23:45:00,865,485,27,Spring,Marrakech - London,Premium
Vol direct,2 escales,Air Canada,Alitalia,Paris,Los Angeles,2023-05-02,2023-06-03,06:22:00,15:15:00,06:07:00,22:27:00,616,533,980,Spring,Los Angeles - Paris,Premium
Vol direct,2 escales,Japan Airlines,Ryanair,Dublin,Vienna,2023-01-19,2023-03-31,06:26:00,22:53:00,10:12:00,10:47:00,214,987,35,Winter,Vienna - Dublin,Standard
1 esclae,Vol direct,Singapore Airlines,Southwest Airlines,Rio de Janeiro,Casablanca,2023-06-09,2023-07-29,04:27:00,07:16:00,12:57:00,20:00:00,335,169,423,Summer,Casablanca - Rio de Janeiro,Standard
1 esclae,Vol direct,Japan Airlines,Japan Airlines,Los Angeles,Marrakech,2023-06-27,2023-07-11,01:03:00,06:33:00,04:31:00,23:28:00,181,330,1137,Summer,Marrakech - Los Angeles,Budget
2 esclaes,1 escale,Singapore Airlines,Air Canada,Tokyo,Fes,2023-07-26,2023-07-28,01:23:00,17:22:00,09:34:00,17:50:00,155,959,496,Summer,Fes - Tokyo,Budget
2 esclaes,2 escales,Emirates,American Airlines,Vienna,Barcelona,2023-03-21,2023-05-04,04:54:00,03:15:00,03:14:00,20:27:00,868,99,1033,Spring,Barcelona - Vienna,Premium
2 esclaes,1 escale,United Airlines,Japan Airlines,Athens,London,2023-04-05,2023-07-26,01:26:00,13:20:00,18:15:00,18:57:00,579,714,42,Spring,London - Athens,Premium
Vol direct,Vol direct,Etihad Airways,Ryanair,Casablanca,Los Angeles,2023-04-06,2023-06-24,04:21:00,18:31:00,05:07:00,09:21:00,465,850,254,Spring,Los Angeles - Casablanca,Standard
1 esclae,1 escale,Cathay Pacific,Emirates,Delhi,Dublin,2023-06-29,2023-07-29,01:25:00,15:18:00,01:54:00,09:26:00,84,833,452,Summer,Dublin - Delhi,Budget
2 esclaes,2 escales,ANA - All Nippon Airways,Cathay Pacific,Marrakech,Istanbul,2023-03-27,2023-06-12,01:28:00,21:11:00,12:05:00,15:07:00,454,1183,182,Spring,Istanbul - Marrakech,Standard
2 esclaes,Vol direct,Virgin Atlantic,Air France,Copenhagen,Paris,2023-03-30,2023-05-05,01:54:00,01:16:00,06:05:00,22:43:00,732,38,998,Spring,Paris - Copenhagen,Premium
1 esclae,2 escales,China Eastern Airlines,Air France,Dublin,Tokyo,2023-06-03,2023-06-15,04:51:00,20:06:00,07:23:00,11:30:00,142,915,247,Summer,Tokyo - Dublin,Budget
Vol direct,1 escale,United Airlines,Air Canada,Rio de Janeiro,Amsterdam,2023-01-15,2023-06-09,05:48:00,00:36:00,18:25:00,23:43:00,526,312,318,Winter,Amsterdam - Rio de Janeiro,Premium
Vol direct,2 escales,AirAsia,Delta Air Lines,Moscow,Delhi,2023-01-03,2023-02-18,03:02:00,05:14:00,00:08:00,20:11:00,372,132,1203,Winter,Delhi - Moscow,Standard
1 esclae,1 escale,Southwest Airlines,JetBlue Airways,Delhi,Tokyo,2023-04-12,2023-07-02,01:24:00,09:11:00,19:58:00,21:48:00,614,467,110,Spring,Tokyo - Delhi,Premium
1 esclae,1 escale,Japan Airlines,Air Canada,Dublin,Sydney,2023-03-16,2023-04-19,01:54:00,15:22:00,18:29:00,21:02:00,792,808,153,Spring,Sydney - Dublin,Premium
2 esclaes,Vol direct,Virgin Atlantic,Ryanair,London,Los Angeles,2023-07-29,2023-07-31,05:00:00,08:54:00,13:20:00,19:46:00,800,234,386,Summer,Los Angeles - London,Premium
2 esclaes,Vol direct,China Eastern Airlines,China Eastern Airlines,Tokyo,Istanbul,2023-01-08,2023-06-30,01:39:00,00:36:00,07:00:00,20:33:00,857,63,813,Winter,Istanbul - Tokyo,Premium
2 esclaes,Vol direct,Japan Airlines,Finnair,Cairo,Sydney,2023-01-10,2023-02-07,01:43:00,06:30:00,12:35:00,13:41:00,660,287,66,Winter,Sydney - Cairo,Premium
Vol direct,2 escales,Virgin Atlantic,Ryanair,Amsterdam,Athens,2023-06-30,2023-07-12,06:42:00,06:58:00,13:41:00,20:46:00,315,16,425,Summer,Athens - Amsterdam,Standard
1 esclae,Vol direct,United Airlines,KLM Royal Dutch Airlines,Tangier,Cairo,2023-03-13,2023-07-10,05:37:00,14:33:00,06:36:00,21:09:00,151,536,873,Spring,Cairo - Tangier,Budget
